#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Struktur|Struktur
#T_SP=webanno.custom.StrukturTAP|TAPArgumente


8-13	612-620	mithilfe	_	2. Data[3]	
8-14	621-626	eines	_	2. Data[3]	
8-15	627-637	Generators	_	2. Data[3]	
8-16	637-638	.	_	2. Data[3]	

9-1	640-649	Windparks	_	_	
9-2	650-655	haben	_	_	
9-3	656-661	einen	_	_	
9-4	662-674	Wirkungsgrad	_	_	
9-5	675-678	von	_	_	
9-6	679-682	45%	_	_	
9-7	682-683	,	_	_	
9-8	684-688	dies	_	_	
9-9	689-692	ist	_	_	
9-10	693-696	der	_	_	
9-11	697-705	mittlere	_	_	
9-12	706-710	Wert	_	_	
9-13	711-714	der	_	_	
9-14	715-719	drei	_	_	
9-15	720-728	Optionen	_	_	
9-16	728-729	.	_	_	

10-1	731-733	Je	_	_	
10-2	734-739	höher	_	_	
10-3	740-746	dieser	_	_	
10-4	747-751	Wert	_	_	
10-5	752-755	ist	_	_	
10-6	755-756	,	_	_	
10-7	757-762	desto	_	_	
10-8	763-774	effizienter	_	_	
10-9	775-778	ist	_	_	
10-10	779-782	die	_	_	
10-11	783-789	Anlage	_	_	
10-12	789-790	.	_	_	

11-1	792-799	Negativ	_	_	
11-2	800-803	für	_	_	
11-3	804-812	Bewohner	_	_	
11-4	813-815	in	_	_	
11-5	816-819	der	_	_	
11-6	820-824	Nähe	_	_	
11-7	825-830	solch	_	_	
11-8	831-836	eines	_	_	
11-9	837-846	Windparks	_	_	
11-10	847-851	sind	_	_	
11-11	852-855	das	_	_	
11-12	856-862	solche	_	_	
11-13	863-872	Windräder	_	_	
11-14	873-877	eine	_	_	
11-15	878-887	bestimmte	_	_	
11-16	888-898	Lautstärke	_	_	
11-17	899-902	und	_	_	
11-18	903-915	Schattenwurf	_	_	
11-19	916-921	haben	_	_	
11-20	921-922	.	_	_	

12-1	924-930	Dieser	_	_	
12-2	931-936	Punkt	_	_	
12-3	937-941	wird	_	_	
12-4	942-945	von	_	_	
12-5	946-952	vielen	_	_	
12-6	953-962	Bewohnern	_	_	
12-7	963-966	als	_	_	
12-8	967-974	störend	_	_	
12-9	975-984	empfunden	_	_	
12-10	984-985	.	_	_	

13-1	987-990	Was	_	_	
13-2	991-994	die	_	_	
13-3	995-1006	Lebensdauer	_	_	
13-4	1007-1013	angeht	_	_	
13-5	1013-1014	,	_	_	
13-6	1015-1024	schneidet	_	_	
13-7	1025-1028	der	_	_	
13-8	1029-1037	Windpark	_	_	
13-9	1038-1041	mit	_	_	
13-10	1042-1045	nur	_	_	
13-11	1046-1048	20	_	_	
13-12	1049-1055	Jahren	_	_	
13-13	1056-1058	im	_	_	
13-14	1059-1068	Vergleich	_	_	
13-15	1069-1071	am	_	_	
13-16	1072-1085	schlechtesten	_	_	
13-17	1086-1088	ab	_	_	
13-18	1088-1089	.	_	_	

14-1	1091-1097	Kommen	_	_	
14-2	1098-1101	wir	_	_	
14-3	1102-1105	zur	_	_	
14-4	1106-1114	nächsten	_	_	
14-5	1115-1121	Option	_	_	
14-6	1122-1125	dem	_	_	
14-7	1126-1135	Solarpark	_	_	
14-8	1135-1136	.	_	_	

15-1	1138-1141	Der	_	_	
15-2	1142-1151	Solarpark	_	_	
15-3	1152-1155	ist	_	_	
15-4	1156-1159	mit	_	_	
15-5	1160-1167	Abstand	_	_	
15-6	1168-1171	die	_	_	
15-7	1172-1180	günstige	_	_	
15-8	1181-1189	Variante	_	_	
15-9	1189-1190	.	_	_	

16-1	1192-1194	Er	_	_	
16-2	1195-1201	kostet	_	_	
16-3	1202-1205	nur	_	_	
16-4	1206-1207	6	_	_	
16-5	1208-1211	Mio	_	_	
16-6	1211-1212	.	_	_	

17-1	1214-1218	Euro	_	_	
17-2	1218-1219	.	_	_	

18-1	1221-1224	Ein	_	_	
18-2	1225-1234	Solarpark	_	_	
18-3	1235-1243	entsteht	_	_	
18-4	1244-1246	an	_	_	
18-5	1247-1251	Land	_	_	
18-6	1252-1255	und	_	_	
18-7	1256-1259	ist	_	_	
18-8	1260-1264	eine	_	_	
18-9	1265-1294	Fotovoltaik-Freiflächenanlage	_	_	
18-10	1295-1298	und	_	_	
18-11	1299-1306	umfasst	_	_	
18-12	1307-1312	25000	_	_	
18-13	1313-1324	Solarmodule	_	_	
18-14	1324-1325	.	_	_	

19-1	1327-1337	Solarparks	_	_	
19-2	1338-1343	haben	_	_	
19-3	1344-1349	einen	_	_	
19-4	1350-1362	Wirkungsgrad	_	_	
19-5	1363-1366	von	_	_	
19-6	1367-1370	21%	_	_	
19-7	1370-1371	,	_	_	
19-8	1372-1375	was	_	_	
19-9	1376-1391	vergleichsweise	_	_	
19-10	1392-1400	ziemlich	_	_	
19-11	1401-1409	schlecht	_	_	
19-12	1410-1413	ist	_	_	
19-13	1414-1417	und	_	_	
19-14	1418-1425	relativ	_	_	
19-15	1426-1437	uneffizient	_	_	
19-16	1437-1438	.	_	_	

20-1	1440-1448	Bewohner	_	_	
20-2	1449-1455	tragen	_	_	
20-3	1456-1461	keine	_	_	
20-4	1462-1471	negativen	_	_	
20-5	1472-1478	Seiten	_	_	
20-6	1479-1484	davon	_	_	
20-7	1484-1485	,	_	_	
20-8	1486-1490	denn	_	_	
20-9	1491-1493	im	_	_	
20-10	1494-1503	Gegensatz	_	_	
20-11	1504-1508	gibt	_	_	
20-12	1509-1511	es	_	_	
20-13	1512-1516	hier	_	_	
20-14	1517-1522	keine	_	_	
20-15	1523-1532	Störungen	_	_	
20-16	1533-1536	wie	_	_	
20-17	1537-1547	Lautstärke	_	_	
20-18	1548-1551	usw	_	_	
20-19	1551-1552	.	_	_	

21-1	1554-1557	Die	_	_	
21-2	1558-1569	Lebensdauer	_	_	
21-3	1570-1575	eines	_	_	
21-4	1576-1586	Solarparks	_	_	
21-5	1587-1594	beträgt	_	_	
21-6	1595-1597	30	_	_	
21-7	1598-1603	Jahre	_	_	
21-8	1603-1604	,	_	_	
21-9	1605-1608	was	_	_	
21-10	1609-1611	im	_	_	
21-11	1612-1621	Vergleich	_	_	
21-12	1622-1625	zum	_	_	
21-13	1626-1634	Windpark	_	_	
21-14	1635-1639	mehr	_	_	
21-15	1640-1643	ist	_	_	
21-16	1643-1644	,	_	_	
21-17	1645-1649	aber	_	_	
21-18	1650-1652	im	_	_	
21-19	1653-1662	Vergleich	_	_	
21-20	1663-1666	zur	_	_	
21-21	1667-1684	Wasserkraftanlage	_	_	
21-22	1685-1693	ziemlich	_	_	
21-23	1694-1699	wenig	_	_	
21-24	1699-1700	.	_	_	

22-1	1702-1708	Kommen	_	_	
22-2	1709-1712	wir	_	_	
22-3	1713-1716	nun	_	_	
22-4	1717-1720	zur	_	_	
22-5	1721-1738	Wasserkraftanlage	_	_	
22-6	1738-1739	.	_	_	
