IN	SPEAKER	TRANSCRIPT
00:08:34.312	SPEAKER_01	War also heilefroh, aus diesem Sauerland wieder rauszukommen.
00:08:39.073	SPEAKER_01	Also das hat sich bei mir so, so diese Ablehnung der Gegend und der ganzen, das hat sich bei mir so verselbstständigt.
00:08:48.458	SPEAKER_01	Ich habe hinterher immer gesagt, auch wenn ich dann nach Süddeutschland fahre, ich fahre nur noch mit geschlossenen Augen über die A45.
00:08:57.409	SPEAKER_01	Ich wollte da nicht mehr hin.
00:09:00.171	SPEAKER_01	Und Münster war dann natürlich ganz anders.
00:09:03.552	SPEAKER_01	Die Unistadt, die vielen Leute, die man da kennenlernte und auch gut kennenlernen konnte.
00:09:12.114	SPEAKER_01	Jedenfalls habe ich dann da an der Fachoberschule die, wie nennt man das?
00:09:17.961	SPEAKER_00	Fachoberschulreife?
00:09:19.302	SPEAKER_01	Genau, die ist es ja.
00:09:20.664	SPEAKER_01	Und Fachhochschulreife gemacht.
00:09:24.471	SPEAKER_01	Wusste aber überhaupt nicht, was ich damit machen wollte und bin dann hinterher noch aufs Kolleg gegangen und habe das Allgemeinarbitur nachgemacht.
00:09:34.197	SPEAKER_01	Aber das Ganze war auch immer nicht sehr zielgerichtet, muss ich sagen.
00:09:41.000	SPEAKER_01	Wie hast du dich denn finanziert?
00:09:42.322	SPEAKER_01	Hast du gespart?
00:09:44.283	SPEAKER_01	Ich habe nebenher noch bei einem Friseur hier gejobbt, immer am Wochenende.
00:09:49.423	SPEAKER_01	Und habe dann für die Ausbildung auch BAföG gekriegt.
00:09:53.884	SPEAKER_01	Bin auch sehr wenig, aber ich bin damit irgendwie hinbekommen.
00:09:57.865	SPEAKER_01	Man war zu der Zeit auch irgendwie, glaube ich, immer sehr bescheiden.
00:10:02.746	SPEAKER_01	So große Ansprüche und so hatte ich dann auch nicht.
00:10:05.647	SPEAKER_01	Und ja, dann war ich auf dem Kolleg und habe das Allgemeinarbitur gemacht.
00:10:10.908	SPEAKER_01	Auf welchem Kolleg warst du?
00:10:11.969	SPEAKER_01	Auf dem Oberwehrkolleg.
00:10:15.778	SPEAKER_01	Und wusste aber hinterher genauso wenig, wo es lang gehen soll.
00:10:21.620	SPEAKER_01	Und ich muss auch sagen, mir ging es auch gar nicht so sehr, jetzt einen bestimmten Beruf zu ergreifen oder so.
00:10:29.765	SPEAKER_01	Ich war da sehr offen.
00:10:31.206	SPEAKER_01	Oder ein bestimmtes Studium zu machen.
00:10:33.788	SPEAKER_01	Mir war es nach diesen acht Jahren Volksschule und nach dieser unglücklichen Berufsausbildung irgendwie unheimlich wichtig,
00:10:42.914	SPEAKER_01	diese Zeit zu haben.
00:10:44.932	SPEAKER_01	Dieses Aufsaugen und gucken, was ist sonst noch los in der Welt.
00:10:48.534	SPEAKER_01	Also ich glaube, das war der Schwerpunkt für meine Entscheidung.
00:10:54.716	SPEAKER_01	Einfach irgendwie gucken, was möglich ist.
00:10:59.578	SPEAKER_01	Ich habe mich dann doch trotzdem an der Uni eingeschrieben für allgemeine Sprachwissenschaften und Germanistik.
00:11:06.946	SPEAKER_01	Aber ich kann nicht sagen, dass ich es ernsthaft studiert habe.
00:11:10.667	SPEAKER_01	Es gab so viele Sachen, die mich beschäftigt haben, die wichtig waren, wo ich mich eingebracht habe.
00:11:19.448	SPEAKER_01	Da war die Atomkraftbewegung gegen Atomkraft und so weiter.
00:11:25.130	SPEAKER_01	Dann waren die Friedensbewegungen, da kamen dann auch ganz viele Sachen, wo man einfach aktiv sein konnte.
00:11:33.373	SPEAKER_01	Und das Studium, das lief dann irgendwie eher so Naja.
00:11:40.403	SPEAKER_01	Und irgendwann war mir dann auch klar, also ich werde da nie einen Abschluss machen.
00:11:45.288	SPEAKER_01	Das war dann irgendwann mal klar.
00:11:48.350	SPEAKER_01	Ja, und in dem Zusammenhang bin ich natürlich dann auch zur Frauenstraße gestoßen.
00:11:54.256	SPEAKER_00	Wie hast du von der Frauenstraße erfahren?
00:11:56.740	SPEAKER_01	Das war so, dass ich da mit meinem damaligen Freund...
00:12:03.897	SPEAKER_01	Der in einer Wohngemeinschaft lebte, wo einer die erste Zimmervermittlung gemacht hat.
00:12:10.863	SPEAKER_01	Also so um mehrere Ecken rum und so.
00:12:12.965	SPEAKER_01	Und ich musste auch wieder gucken, dass ich ein paar Mark verdiene.
00:12:16.687	SPEAKER_01	Und so bin ich da irgendwie dran gekommen.
00:12:20.191	SPEAKER_01	Erstmal über die Zimmervermittlung.
00:12:22.273	SPEAKER_00	Da hast du gejobbt?
00:12:23.214	SPEAKER_00	Da habe ich gejobbt auch.
00:12:25.575	SPEAKER_00	Wie funktionierte das, die Zimmervermittlung?
00:12:27.576	SPEAKER_00	Das hat bisher noch keiner erklärt.
00:12:28.998	SPEAKER_00	Das ist zum Beispiel ein interessanter Aspekt.
00:12:31.318	SPEAKER_00	Ich hoffe, ich kriege es noch auf die Reihe.
00:12:33.480	SPEAKER_01	Also es war wohl so, dass sich potenzielle Vermieter beim AStA gemeldet haben, ihre Daten angegeben, dann war das alles mit Karteikästchen und so weiter.
00:12:43.426	SPEAKER_01	Dann holte man morgens beim AStA den aktuellen Karteikasten ab, ging rüber in eine Frauenstraße, und ließ die Interessenten da durchgucken.
00:12:55.541	SPEAKER_01	Wenn sie was hatten, die mussten dann gegen 5 Mark Pfand, durften die denn die Karte mitnehmen.
00:13:03.846	SPEAKER_01	Und wenn sie erfolgreich waren, haben sie sie so wieder gebracht und haben gesagt, okay, ich bin versorgt.
00:13:10.706	SPEAKER_01	Oder die Regel war, es war nichts.
00:13:16.308	SPEAKER_01	Und das war eigentlich auch eine unglaublich frustrierende Angelegenheit.
00:13:20.489	SPEAKER_01	Also wenn man da rüberkam in die Frauenstraße, dann standen da manchmal schon 20 Leute vor der Tür und haben darauf gewartet.
00:13:29.230	SPEAKER_01	Es gab vielleicht zwei, drei neue Angebote oder so, die meistens auch nur so grottenschlecht waren, dass man die keinem zumuten konnte.
00:13:37.942	SPEAKER_01	Das war für mich auch eine frustrierende Angelegenheit, weil Da war eine Erwartung da von den Leuten und mir war völlig klar,
00:13:47.554	SPEAKER_01	die können wir nicht erfüllen.
00:13:49.957	SPEAKER_01	Wir haben dann immer noch Tipps gegeben, was man noch machen kann mit schwarzen Brettern und die WN am frühen Morgen abfangen.
00:14:00.384	SPEAKER_01	Telefonzelle.
00:14:02.025	SPEAKER_01	Genau, was man so macht.
00:14:05.107	SPEAKER_01	Die waren manchmal nächtelang unterwegs, um jede Chance zu nutzen.
00:14:10.850	SPEAKER_01	Das war wirklich eine ganz...
00:14:12.533	SPEAKER_01	Wann war das?
00:14:13.934	SPEAKER_01	Ja, das muss so, warte mal, was habe ich gesagt, 1974 bin ich nach Münster gekommen, dann war ich zwei Jahre FOS, das war dann 76,
00:14:21.631	SPEAKER_01	das muss so ab 77, 78 gewesen sein, so um den Dreh, ja.
00:14:35.913	SPEAKER_01	Ja, und das war, wie gesagt, sehr unschön, das Ganze.
00:14:39.275	SPEAKER_01	Also das hat auch wenig Spaß gemacht, da zu arbeiten, da zu jobben.
00:14:43.498	SPEAKER_01	Und das Ganze war dann in der Kneipe, die damals auch noch gar nicht als Kneipe fungierte, sondern einfach nur ein ziemlich ungemütliches...
00:14:54.380	SPEAKER_01	Wie Hausung war.
00:14:56.624	SPEAKER_01	Es war wirklich nicht schön da drin.
00:14:58.687	SPEAKER_01	Aber es war eine Theke drin, ne?
00:15:00.830	SPEAKER_01	Es war, ja, ja.
00:15:01.551	SPEAKER_01	Es war ja als Kneipe ausgestattet so.
00:15:03.854	SPEAKER_01	Aber sie war noch nicht so vom Verein in Betrieb oder fing gerade an.
00:15:07.938	SPEAKER_01	Ich weiß es nicht mehr genau.
00:15:09.561	SPEAKER_01	Am und an fanden da ja schon Veranstaltungen statt.
00:15:12.263	SPEAKER_01	Jaja.
00:15:13.864	SPEAKER_01	Jedenfalls habe ich dann eben Hans auch kennengelernt da, der ja auch da hauptamtlich als Kneipier fungierte dann.
00:15:20.708	SPEAKER_01	Und der fragte mich dann, ob ich da nicht mitarbeiten möchte und so.
00:15:24.432	SPEAKER_01	Fand ich toll.
00:15:25.753	SPEAKER_01	Erstmal ist es wieder etwas, wo man viel mit Leuten zu tun hat, mit denen zusammenhängen kann.
00:15:34.999	SPEAKER_01	Bier zapfen konnte ich auch relativ schnell.
00:15:38.708	SPEAKER_01	Habe ich gut hingekriegt.
00:15:40.620	SPEAKER_01	Und ich glaube, zu dem Zeitpunkt hatten wir immer nur abends offen.
00:15:46.085	SPEAKER_01	Ich weiß es aber gar nicht mehr ganz genau.
00:15:48.547	SPEAKER_01	Aber dann jeden Tag oder auch nur an bestimmten Tagen?
00:15:51.649	SPEAKER_01	Ich meine, es war jeden Tag abends offen.
00:15:54.171	SPEAKER_01	Aber ich bin mir da jetzt wirklich nicht mehr so ganz sicher.
00:15:58.254	SPEAKER_01	Und ich weiß auch nicht mehr, wer da zu dem Zeitpunkt alles mitgearbeitet hat.
00:16:03.298	SPEAKER_01	Und Hannes wohnte ja im Haus.
00:16:06.019	SPEAKER_01	Der wohnte im Haus, der wohnte in der zweiten Etage, genau, mit Ulla zusammen.
00:16:14.648	SPEAKER_01	Ich weiß wirklich die Feinheiten nicht mehr, wie das genau ablief.
00:16:22.111	SPEAKER_01	Ich fand das einen interessanten Job, zumal die ganzen studentischen Politorganisationen jeden Abend vertreten waren, nach ihren Sitzungen.
00:16:36.239	SPEAKER_01	Es wurde unglaublich viel geredet, unglaublich viel getrunken.
00:16:41.192	SPEAKER_01	Und war einfach spannend auch.
00:16:44.096	SPEAKER_01	Und da bin ich eben auch so ein bisschen ins Haus reingewachsen, obwohl ich habe da ja nie gewohnt, aber hatte immer enge Kontakte zu den Bewohnern dort.
00:16:54.778	SPEAKER_01	Und bin dann eben halt auch mit der ganzen Wohnungsmisere in Münster konfrontiert worden, sowieso schon durch die Zimmervermittlung,
00:17:03.669	SPEAKER_01	aber eben durch das besetzte Haus, was da für Machenschaften da sind zwischen den Maklern und auch wie die CDU da irgendwie agiert hat in puncto Wohnungsnot und so.
00:17:15.863	SPEAKER_01	Das war schon ziemlich spannend.
00:17:19.124	SPEAKER_01	Das war dann eigentlich auch der Punkt, wo ich dachte, hier bin ich richtig.
00:17:25.726	SPEAKER_01	Meine aufmüpfige Ader hat sich durchgezogen.
00:17:32.566	SPEAKER_01	Ja.
00:17:33.126	SPEAKER_01	Und du hast dann bei der Zimmervermittlung aufgehört?
00:17:35.828	SPEAKER_01	Ja, die ist irgendwann mal ausgelagert worden.
00:17:38.671	SPEAKER_01	Die ist irgendwann mal, da gab es ja noch da, auch am damaligen Hindenburgplatz, dieses Reisebüro vom AStA.
00:17:48.198	SPEAKER_01	Und ich glaube, die haben das dann ausgelagert.
00:17:51.641	SPEAKER_01	Ja, genau.
00:17:53.842	SPEAKER_01	Und irgendwann wurde dann auch tagsüber, aber ich kann das zeitlich nicht mehr einordnen, dass dann tagsüber auch die Kneipe geöffnet war.
00:18:03.284	SPEAKER_01	Das hat dann hauptamtlich auch Hans immer gemacht, tagsüber.
00:18:07.545	SPEAKER_01	Und abends waren dann eben so die ganzen Mitkellner am Arbeiten.
00:18:14.906	SPEAKER_01	Wir haben uns ja immer, ich glaube, ich war zweimal in der Woche da, zwei Abende in der Woche, glaube ich, wenn mich nicht alles täuscht.
00:18:23.126	SPEAKER_01	Im Grunde auch irgendwie eigentlich völlig gegen meine Natur, habe ich dann auch hinterher festgestellt.
00:18:29.055	SPEAKER_01	Ich bin überhaupt kein Nachtmensch.
00:18:32.179	SPEAKER_01	Und ich habe auch unter dem ganzen Qualm immer gelitten, obwohl ich dann auch selber geraucht habe.
00:18:38.007	SPEAKER_01	Das kam mir sowieso nicht drauf an.
00:18:41.837	SPEAKER_01	Heute unvorstellbar.
00:18:43.079	SPEAKER_01	Furchtbar, furchtbar.
00:18:47.825	SPEAKER_01	Ich kann es mir weder vorstellen zu rauchen, noch jeden Abend in der Kneife abhängen.
00:18:53.490	SPEAKER_01	Das ist überhaupt nicht meins.
00:18:56.134	SPEAKER_00	Aber du warst zweimal die Woche abends im Grunde fest da und hast ja auch mitbekommen, Was für eine Rolle die Kneipe spielte.
00:19:05.182	SPEAKER_00	Ich meine, sie hat dafür gesorgt, dass immer Gäste im Haus waren.
00:19:09.041	SPEAKER_00	Das war ja politisch nicht unwichtig.
00:19:11.002	SPEAKER_01	Das war, glaube ich, auch so erstmal so der Hauptgrund, warum die Kneipe überhaupt eröffnet wurde da.
00:19:18.924	SPEAKER_01	Dass einfach immer Leute da sind.
00:19:20.464	SPEAKER_01	Und das hat sich auch gezeigt, dass es wichtig war, dass immer Leute da waren, so bei dem Ganzen.
00:19:25.425	SPEAKER_01	Also erstmal die Telefonketten, die da erstellt wurden, die quasi auch die ganzen Kneipenbesuche waren da wohl, glaube ich,
00:19:33.387	SPEAKER_01	auch mit drin.
00:19:34.397	SPEAKER_01	Und so dass da einfach, wenn es irgendwie brenzlig wurde, wie es ja auch ein paar Mal passiert, dass man da irgendwie dann doch morgens ganz schnell...
00:19:43.067	SPEAKER_01	Aufs Fahrradstieg und eben schnell zur Frauenstraße fuhren.
00:19:46.348	SPEAKER_00	Ja, du hast das auch miterlebt.
00:19:49.329	SPEAKER_00	Was waren das für Situationen?
00:19:50.630	SPEAKER_00	Kannst du dich da noch dran erinnern?
00:19:52.349	SPEAKER_01	Ich glaube, ich weiß es, ich kann es zeitlich auch nicht mehr so richtig erinnern.
00:19:56.730	SPEAKER_01	Waren das Räumungen, die angekündigt wurden oder Überfälle von Seiten des... Ich glaube, das war eine angekündigte Räumung.
00:20:08.615	SPEAKER_01	Irgendwer wurde informiert, kann das sein, dass es von Theo Strasser irgendwie kam, dass da eine Info kam, dass der irgendwie anrief in der Frauenstraße,
00:20:17.318	SPEAKER_01	er hätte gehört und so weiter und so fort.
00:20:20.705	SPEAKER_01	Ich kriege es nicht mehr auf die Reihe.
00:20:22.407	SPEAKER_01	Wir haben ja öfter informiert.
00:20:26.531	SPEAKER_01	Jedenfalls war da irgendwie morgens mal... Morgens früh, um...
00:20:32.855	SPEAKER_01	Fünf, sechs, jedenfalls früh.
00:20:39.102	SPEAKER_01	Ich glaube, da waren dann doch auch ganz schön viele Leute dann auch schon vor der Tür.
00:20:43.885	SPEAKER_01	Das war schon nicht schlecht.
00:20:45.807	SPEAKER_00	Da ist dann aber nichts passiert oder ist da irgendwer gekommen?
00:20:48.711	SPEAKER_01	Nein, da ist nichts passiert.
00:20:50.212	SPEAKER_01	Ich glaube, das ist auch deswegen nicht passiert, wir eben einfach da waren, weil da viele Leute da waren und da irgendwie keiner Interesse hatte,
00:20:59.230	SPEAKER_01	da irgendwie jetzt mit Brachialgewalt da irgendwie reinzugehen.
00:21:04.546	SPEAKER_01	Aber ich weiß jetzt auch nicht mehr so genau, ob mich da meine Erinnerung trügt oder ob das jetzt, aber so hat sich mir das,
00:21:11.513	SPEAKER_01	glaube ich, dargestellt in der Zeit.
00:21:16.303	SPEAKER_01	Ja, jedenfalls in der Kneipe war das eben auch sehr interessant, weil da, wie gesagt, abends trafen sich alle und es wurde diskutiert bis zum Gehtnichtmehr vorm Tresen und ebenso viel getrunken.
00:21:28.828	SPEAKER_00	Kannst du dich noch an Themen erinnern, worüber diskutiert wurde?
00:21:32.549	SPEAKER_00	Was waren so die Themen?
00:21:33.790	SPEAKER_01	Ah, das weiß ich nicht mehr, echt nicht mehr.
00:21:37.031	SPEAKER_01	Es waren ja...
00:21:40.655	SPEAKER_01	Meistens standen dann der MSB, dann die Jusos, dann SHB und die haben dann glaube ich auch viel ihrer internen Sachen auch dann nochmal weiter diskutiert,
00:21:52.546	SPEAKER_01	die sie vorher in ihren Sitzungen hatten und so.
00:21:57.671	SPEAKER_01	Nee, ich kann mich da nicht mehr dran erinnern.
00:22:00.171	SPEAKER_00	Aber es war auf alle Fälle auch immer eine Verbindung des Hauses zu den politischen Studentenorganisationen.
00:22:05.452	SPEAKER_00	Auf jeden Fall, auf jeden Fall.
00:22:07.472	SPEAKER_00	Was ja nicht unwichtig war.
00:22:08.653	SPEAKER_00	Die kriegten mit, was im Haus los war.
00:22:11.173	SPEAKER_01	Nee, also die waren schon auch, so war mein Eindruck, dass die Frauenstraße für die schon ein wichtiger Punkt war.
00:22:20.414	SPEAKER_01	Also dass das schon etwas war, wo die...
00:22:24.076	SPEAKER_01	Sich auf jeden Fall, wo die auf jeden Fall Flagge zeigen da.
00:22:27.397	SPEAKER_01	Das war also schon.
00:22:28.538	SPEAKER_01	Und ich glaube auch nicht, dass die, die hätten an jede andere Kneipe gehen können.
00:22:32.622	SPEAKER_01	Es gab ja mehrere drumherum, die auch irgendwie linksorientiert waren und so.
00:22:36.923	SPEAKER_01	Aber die kamen schon in die Frauenstraße.
00:22:39.526	SPEAKER_00	Ja, das war für Sie auch ein politisches Projekt, was da durchgesetzt wurde.
00:22:43.887	SPEAKER_01	Ja, ja, genau.
00:22:45.588	SPEAKER_01	Und deswegen war der Laden auch jeden Abend brechend voll.
00:22:48.530	SPEAKER_01	Also das war schon so.
00:22:50.372	SPEAKER_01	Das war schon...
00:22:52.753	SPEAKER_01	Eine gute Sache eigentlich.
00:22:54.734	SPEAKER_00	Ja, man wusste auch, man trifft da.
00:22:57.376	SPEAKER_01	Ja, man war unter seinesgleichen und man wusste, was man unterstützt auch, weil auch immer eine enge Verbindung zum Haus da war.
00:23:08.324	SPEAKER_01	Und das war schon recht interessant.
00:23:14.138	SPEAKER_00	Hast du denn auch mitbekommen, dass auch Leute, die jetzt mal von außerhalb gekommen sind, eine Anlaufstelle in der Frauenstraße gesehen haben,
00:23:21.537	SPEAKER_00	die gesagt haben, ja, ich komme, was weiß ich, aus Hamburg, Freiburg, irgendwie.
00:23:25.748	SPEAKER_00	Ich habe gehört, hier ist das besetzte Haus.
00:23:31.112	SPEAKER_00	Weil das habe ich nämlich auch gehört, dass das sich auch so rumgesprochen hat, dass im Grunde andere gesagt haben, da ist eine Anlaufstelle und es gibt immer eine Möglichkeit,
00:23:38.474	SPEAKER_00	dass man da auch übernachten kann.
00:23:41.191	SPEAKER_00	Habe ich jetzt nicht so in Erinnerung, aber das will ich nicht ausschließen.
