IN	SPEAKER	TRANSCRIPT
00:04:19.038	SPEAKER_03	Also der war nicht mehr in der Lage, auch diese einfachen Arbeiten zu verrichten und der wurde dann Rentner.
00:04:26.379	SPEAKER_03	Und das war natürlich für uns alle eine schwierige Situation, weil mein Vater, das ist auch glaube ich typisch für diese Generation,
00:04:43.237	SPEAKER_03	hatte zwei Väter.
00:04:47.341	SPEAKER_03	Der eine Vater war gestorben, dann heiratete die Frau, die übrig blieb, den Bruder seines Vaters.
00:04:55.783	SPEAKER_03	Das ist auf dem Dorf ganz normal.
00:04:59.084	SPEAKER_03	Also mein Vater hat insofern keine so leichte Kindheit gehabt und kam dann praktisch mit 37 aus dem Zweiten Weltkrieg wieder zurück und war Und war ein kranker Mann,
00:05:20.088	SPEAKER_03	der durch den Faschismus die Spuren an seinem eigenen Körper trug, dieses Faschismus.
00:05:34.399	SPEAKER_03	Ja, das hat natürlich unsere Familie gerade zu der Zeit sehr geprägt, weil meine Mutter hatte gegen meinen Vater einen Hausbau durchgesetzt.
00:05:45.548	SPEAKER_03	Das gab es damals in der Nachkriegszeit, war das auch etwas...
00:05:50.913	SPEAKER_03	Auf dem Dorf auch etwas ganz Übliches, das danach gestrebt wurde, ein eigenes Haus zu haben, weil Mietwohnungen gab es sowieso nicht und also wurde ein Haus gebaut.
00:06:02.822	SPEAKER_03	Es gab ja auch eine Förderung dafür und die hat meine Mutter genutzt und hat diesen Hausbau gegen meinen Vater durchgesetzt,
00:06:10.404	SPEAKER_03	was wir alle beobachtet haben, diesen Konflikt, weil mein Vater hatte eben sehr viel Angst, das finanziell letztendlich nicht stemmen zu können.
00:06:20.853	SPEAKER_03	Wobei er für seine Verhältnisse eine üppige Rente bekam.
00:06:28.779	SPEAKER_02	Deine Mutter war nicht berufstätig?
00:06:30.380	SPEAKER_03	Nein, die war nicht berufstätig.
00:06:32.302	SPEAKER_03	Das ging auch gar nicht bei vier Kindern.
00:06:37.105	SPEAKER_03	Meine Brüder sind, mein zweitältester Bruder ist Maurer, mein ältester Bruder ist Rangierer gewesen bei der Werksbahn bei Klöckner und der drittjüngste war einfacher Beamter bei der Bundesbahn.
00:06:56.596	SPEAKER_03	Und ich stand dann Anfang der 60er Jahre, ich habe die Volksschule besucht, vor der Entscheidung, was mache ich nach der Volksschule.
00:07:06.425	SPEAKER_03	Also wir hatten die neunjährige, die war in Niedersachsen eingeführt worden, die neunjährige Volkshochschule, in Nordrhein-Westfalen gab es immer noch die achtjährige.
00:07:16.115	SPEAKER_03	Wir hatten die neunjährige Volksschule und ich wollte eine kaufmännische Ausbildung absolvieren.
00:07:24.877	SPEAKER_03	Und ich habe, um mich darauf vorzubereiten, eine Handelsschule besucht.
00:07:34.129	SPEAKER_03	Komischerweise eine private Handelsschule, aus welchen Gründen, ich weiß es nicht, das weiß ich wirklich nicht mehr, weil meine Freunde wahrscheinlich auch dahin gingen.
00:07:45.338	SPEAKER_03	Und nach dieser Handelsschule habe ich eine kaufmännische Lehre absolviert, als Groß- und Außenhandelskaufmann.
00:07:55.785	SPEAKER_03	Und habe dann meine Prüfung abgelegt und dann in der Firma weitergearbeitet.
00:07:59.766	SPEAKER_03	Und vielleicht ist es ja interessant, sich mal zu vergegenwärtigen, wie Ende der 60er Jahre eigentlich die Gehälter eines ausgebildeten Kaufmanns aussahen.
00:08:09.973	SPEAKER_03	Also ich habe 330 Mark damals im Monat verdient und durfte mit niemandem, das hat mir mein Personalchef aufgetragen, mit niemandem darüber reden,
00:08:20.322	SPEAKER_03	wie viel Geld ich verdiene im Monat.
00:08:25.163	SPEAKER_03	Das fand ich natürlich letztendlich zu wenig und habe mich dann rum beworben und bin dann bei Buderus gelandet.
00:08:34.485	SPEAKER_03	Das war eine Handelsgesellschaft in Osnabrück und dann habe ich da noch weitergearbeitet.
00:08:38.446	SPEAKER_03	Und wir hatten mit zwei Freunden einen interessanten, ja was würde man heute sagen, Gesprächskreis.
00:08:47.227	SPEAKER_03	Wir waren drei Freunde, so muss man das sagen.
00:08:51.328	SPEAKER_03	Und wir haben natürlich über unsere Zukunft sehr, sehr viel geredet.
00:08:54.971	SPEAKER_03	Das war ja eine hochbewegte Zeit.
00:08:57.193	SPEAKER_02	Du wohntest dann noch zu Hause?
00:09:17.659	SPEAKER_03	Und wir haben uns immer über politische Sachen unterhalten und wir waren dann gemeinsam auch assoziierte Mitglieder bei der Jungen Union,
00:09:30.796	SPEAKER_03	weil das die einzige politische Organisation war, die es vor Ort gab.
00:09:39.010	SPEAKER_03	Gleichzeitig ließ ich mir aber auch von Radio Peking die Peking-Grundschau schicken.
00:09:44.732	SPEAKER_03	Und meine Mutter sagte, Junge, das geht mit dir nicht gut.
00:09:48.154	SPEAKER_03	Das geht mit dir nicht gut.
00:09:49.495	SPEAKER_03	Was du da alles machst, das ist mir überhaupt nicht geheuer.
00:09:55.557	SPEAKER_03	Also wir waren sehr auf der Suche und...
00:10:02.761	SPEAKER_03	Wir haben uns dann alle entschlossen, irgendwie diese kaufmännische Tätigkeit zu beenden oder was anderes zu machen, irgendwie was anderes zu machen.
00:10:17.979	SPEAKER_03	Einer von uns ist dann Lehrer geworden und ich bin Sozialpädagoge geworden und mein anderer Freund ist auch Sozialpädagoge geworden,
00:10:27.254	SPEAKER_03	was ja ganz typische Aufsteigeberufe sind für Menschen, die aus der Arbeiterschaft stammen und die irgendwie was anderes machen wollten, irgendwas anderes machen wollten.
00:10:39.770	SPEAKER_02	Das heißt, du bist vorher zur Abendschule gegangen?
00:10:43.453	SPEAKER_03	Mit meinem Freund zusammen war ich auf einer evangelischen Heimwuchshochschule.
00:10:50.399	SPEAKER_03	Also ich habe schon Kontakt zur Erwachsenenbildung da gehabt.
00:10:53.623	SPEAKER_03	Und in dieser Heimwuchshochschule wurde ich auf die Prüfung vorbereitet, die ich dann absolvieren musste, um studieren zu können.
00:11:02.370	SPEAKER_03	Und weil ich ja aus einem sehr katholischen, das kann jetzt vielleicht so chronologisch nicht alles so richtig passen, also weil ich ja aus einer sehr katholischen Ecke stammte,
00:11:17.217	SPEAKER_03	auch Kolpingbruder war, wie sich das so gehörte bei uns im Dorf, habe ich mich dann für einen Studienplatz in erster Linie bei konfessionellen Fachhochschulen beworben.
00:11:33.419	SPEAKER_03	Bei konfessionellen Fachhochschulen habe ich aber keine Chance gehabt.
00:11:37.741	SPEAKER_03	Weil?
00:11:39.003	SPEAKER_03	Ich weiß es nicht.
00:11:39.783	SPEAKER_03	Man bekommt ja keine Begründung dafür.
00:11:45.470	SPEAKER_03	Und dann hörte ich, dass staatliche Fachhochschulen für Sozialpädagogik und Sozialarbeit, Sozialwesen gegründet würden.
00:11:56.673	SPEAKER_03	Und da war Münster dabei.
00:11:58.195	SPEAKER_03	Und die Frage, warum ich in Münster gelandet bin.
00:12:00.575	SPEAKER_03	Ich bin in Münster gelandet, weil dort ein Fachbereich an der Fachhochschule neu gegründet wurde, ein Fachbereich Sozialwesen.
00:12:09.162	SPEAKER_03	Und dann habe ich mich da beworben und habe einen Studienplatz bekommen und es war herrlich.
00:12:16.625	SPEAKER_03	Es war herrlich.
00:12:20.408	SPEAKER_02	Wann war das?
00:12:21.067	SPEAKER_02	Wann bist du nach Münster gekommen? 1972.
00:12:26.504	SPEAKER_03	Und das Interessante war, dass von den damaligen Dozenten, die hießen ja noch nicht Professoren, dass die alle nicht wussten,
00:12:35.802	SPEAKER_03	was ist eigentlich ein Sozialpädagoge und Sozialarbeiter.
00:12:40.136	SPEAKER_03	Und die trafen dann auf eine Studentenschaft, die es aber auch nicht wusste.
00:12:43.841	SPEAKER_03	Ich wusste zum Beispiel, für mich war das einfach eine Möglichkeit zu studieren.
00:12:48.524	SPEAKER_03	Deswegen bin ich Sozialarbeiter oder Sozialpädagoge geworden.
00:12:52.347	SPEAKER_03	Und warum man sich als Sozialpädagoge einschrieb und nicht als Sozialarbeiter, ist mir auch völlig offen.
00:13:00.171	SPEAKER_03	Zu der Zeit jedenfalls.
00:13:01.250	SPEAKER_03	Heute ist es, glaube ich, klarer geregelt.
00:13:03.591	SPEAKER_03	Der Unterschied ist, glaube ich, klarer.
00:13:08.173	SPEAKER_03	Jedenfalls war das eine herrliche Zeit.
00:13:12.174	SPEAKER_03	Diese Zeit war deswegen so herrlich, weil sie so weil sie so unglaublich viele Freiheiten bot.
00:13:19.957	SPEAKER_03	Sie bot alle Freiheiten.
00:13:21.778	SPEAKER_03	Ich hatte das Gefühl, in meinem Leben war ich nicht wieder so frei wie zu der Zeit.
00:13:27.942	SPEAKER_03	Man hatte Angst vor gar nichts.
00:13:31.344	SPEAKER_03	Man hatte keine Sorgen, wie es nach dem Studium weitergeht.
00:13:35.206	SPEAKER_03	Ich wusste allerdings auch nicht, was kann ich überhaupt arbeiten mit diesem Abschluss, wenn ich dann so weit bin.
00:13:43.570	SPEAKER_03	Ich fand es einfach alles nur überwältigend, was ich alles erfahren konnte, was ich alles studieren konnte und bin zuerst mal,
00:13:54.025	SPEAKER_03	kann ich mich noch erinnern, das war ein Dozent, der hieß Jäger und der galt immer als ganz links und Der hat einen Werner Hofmann, das war ein Soziologe, glaube ich, aus Marburg.
00:14:09.003	SPEAKER_03	Und das war ja auch kein schrecklich Linker, aber der hatte ein Buch zur politischen Ökonomie geschrieben.
00:14:14.167	SPEAKER_03	Ich glaube, das hieß aber nicht politische Ökonomie, Wirtschaftsgesellschaft oder sowas ähnliches.
00:14:18.028	SPEAKER_03	Bei Rororo erschien, weiß ich noch genau.
00:14:21.291	SPEAKER_03	Und das fand ich damals schon total aufregend, was da alles so an kritischen Dingen drin stand, was wir vielleicht mal untereinander erzählt hatten,
00:14:29.644	SPEAKER_03	aber dass man das schwarz auf weiß liest, dass es auch stimmt, was man so selber empfindet, dass es Mist ist und dass es nicht gut ist.
00:14:38.400	SPEAKER_03	Das fand ich schon toll.
00:14:41.221	SPEAKER_03	Das war so ein erster Kontakt und wir konnten zu der Zeit irgendwie Veranstaltungen, weil der Fachbereich war ja noch nicht richtig konstituiert,
00:14:51.596	SPEAKER_03	wir konnten Veranstaltungen überall besuchen.
00:14:54.927	SPEAKER_03	Also wir konnten auch Veranstaltungen an der Uni besuchen, an der PH besuchen, das war alles möglich.
00:15:01.811	SPEAKER_03	Es gab ja auch nachher den Gesamthochschulraum Und es gab einen Gesamthochschulrat, dessen Mitglied ich auch war, aber ich glaube,
00:15:12.130	SPEAKER_03	dieser Gesamthochschulrat, der hat nie getagt, weil das Projekt wurde dann ja auch wieder abgeblasen, es wurde ja nicht weiter verfolgt.
00:15:23.044	SPEAKER_03	Aber jedenfalls, diese Zeit habe ich als sehr, sehr befreiend empfunden, als sehr offen und es war einfach eine wunderbare Zeit.
00:15:36.611	SPEAKER_03	So die Rahmenbedingungen, das war natürlich ein großes Problem zu der Zeit in Münster ein Zimmer zu bekommen.
00:15:47.527	SPEAKER_03	Wie immer in Münster, aber es war da sehr zugespitzt.
00:15:52.428	SPEAKER_03	Und ich als katholischer Student habe ich mich dann natürlich als erstes an die KHG, an die katholische Hochschulgemeinde gewandt,
00:16:03.610	SPEAKER_03	um da was zu erfahren, ob die Adressen haben, wo man ein Zimmer bekommen könnte.
00:16:10.616	SPEAKER_03	Und bei der KHG, die lag damals, ich weiß nicht, wo sie heute angesiedelt ist, Gegenüber vom Franzitzehaus, was ja auch eine bischöfliche Einrichtung ist.
00:16:20.664	SPEAKER_03	Und da habe ich eine Adresse bekommen in der Kampstraße, Kampstraße 5, und zwar bei Oma Lenfos.
00:16:27.467	SPEAKER_03	Oma Lenfos hatte ein neues Haus gebaut, das war nicht die Kampstraße 5, sondern wahrscheinlich die Kampstraße 7. Gegenüber von den Makomanen,
00:16:36.048	SPEAKER_03	das war eine Verbindung, eine juristische Verbindung, die lag gegenüber, das ist der Kreuzviertel, ne?
00:16:42.336	SPEAKER_03	Mhm.
00:16:44.287	SPEAKER_03	Und Oma Lentwas hatte neben ihrem Neubau, also diese Kampfstraße 5, das war ein Abbruchhaus und aufgrund der studentischen Wohnungsnot hat sie sich dann einfach entschlossen,
00:16:56.160	SPEAKER_03	ich vermiete die Zimmer aus.
00:17:00.183	SPEAKER_03	Ich habe dann natürlich ein Zimmer in diesem Haus bekommen.
00:17:03.705	SPEAKER_03	Ich war deutlich vor Semesterbeginn in Münster und habe mir dann einen Job gesucht.
00:17:12.448	SPEAKER_03	Und zwar habe ich dann bei...
00:17:16.905	SPEAKER_03	Dütmann, das ist in der Salzstraße, ich glaube den Laden gibt es nicht mehr, ein Schuhhaus, die hatten eine Dependance in Bielefeld und dann habe ich immer Schuhe von Münster nach Bielefeld in einem VW-Bulli gefahren,
00:17:32.122	SPEAKER_03	vor dem Semesterbeginn und wohnte in diesem Abbruchhaus alleine.
00:17:36.740	SPEAKER_02	Ach, ganz alleine?
00:17:37.720	SPEAKER_03	Zunächst einmal.
00:17:38.580	SPEAKER_02	Wie viele Etagen hatte das?
00:17:42.510	SPEAKER_03	Drei, reichlich.
00:17:45.053	SPEAKER_03	Also zehn, zwölf bestimmt.
00:17:50.298	SPEAKER_03	Und ich hatte zunächst ein schönes Zimmer und natürlich keine Dusche und so und das ist ja klar, kein warmes Wasser und so weiter und so weiter.
00:18:02.971	SPEAKER_03	Und ich hatte dann draußen im Flur hatte ich ein Regal stehen und in diesem Regal hatte ich mein Essen, mein Brot und sowas gelagert.
00:18:16.723	SPEAKER_03	Und wenn ich dann morgens frühstückte, dann wunderte ich mich immer, irgendwie war das Brot so komisch, es sah so komisch aus.
00:18:24.787	SPEAKER_03	Warum sah das komisch aus?
00:18:25.906	SPEAKER_03	Weil natürlich möglicherweise Ratten oder Mäuse da nachts dran geknabbert hatten und auch am Käse.
00:18:32.410	SPEAKER_03	Dann habe ich natürlich diese Sachen wieder reingeholt ins Zimmer und habe das dann geschützt.
00:18:39.771	SPEAKER_03	Und nach und nach zogen dann eben auch weitere Leute ein.
00:18:46.154	SPEAKER_03	Aber so als jemand, der aus...
00:18:53.436	SPEAKER_03	Der aus einfachen Verhältnissen kam, aber die natürlich immer danach strebten, alles picobello sauber zu haben und ausreichend Wohnraum zu haben,
00:19:06.515	SPEAKER_03	war natürlich die Situation, die Wohnungssituation in Münster, das hat mich dann atemlos gemacht.
00:19:15.394	SPEAKER_03	Das hat mich dann auch geärgert.
00:19:18.717	SPEAKER_03	Und dann kam so der Stürmer, kam dann in die Diskussion, was der Stürmer in Münster alles, also das ist ein Makler, was der Stürmer in Münster alles so anrichtet.
00:19:34.928	SPEAKER_03	Dann wurden auch Ideen geboren, ich weiß gar nicht, wie die genau an mich herangetragen wurden, dass man Häuser besetzen könnte.
00:19:45.058	SPEAKER_03	Und dann war eben die Frauenstraße mit dabei, dieses Haus zu besetzen.
00:19:49.884	SPEAKER_03	Und Der AStA-Vorsitzende Holzstege, Holzstege war das, der war damals der AStA-Vorsitzende.
00:19:59.413	SPEAKER_03	Friege war, glaube ich, der vor ihm und dann kam Holzstege und dann kam danach nach Holzstege kam der, so ein Dicker war das aus Ostfriesland,
00:20:06.979	SPEAKER_03	den Namen vergesse ich immer wieder, auch ein Sozialdemokrat.
00:20:11.564	SPEAKER_03	Und dann jedenfalls wurde die Idee geboren, diese Frauenstraße 24 zu besetzen und das haben wir dann auch gemacht.
00:20:22.230	SPEAKER_02	Hattest du denn noch Kontakt zu dem?
00:20:24.832	SPEAKER_03	Ich überlege jetzt gerade nicht.
00:20:25.853	SPEAKER_02	Oder in welchen Zirkeln wurde das besprochen?
00:20:28.513	SPEAKER_02	Das weiß ich jetzt auch nicht.
00:20:34.726	SPEAKER_03	Oder ob das bei uns im Haus, also bei uns wohnt ja der Burkhard Voss mit Martin Rasche.
00:20:45.430	SPEAKER_03	Martin Rasche war ja später am Burkhard Voss, war ja dann im AStA und war Sozialreferent.
00:20:50.951	SPEAKER_03	Ich weiß gar nicht mehr, wie das gelaufen ist.
00:20:53.613	SPEAKER_03	Ich weiß nur noch, wie wir in der ersten Nacht dort übernachtet haben, dass es sehr kalt war.
00:21:03.096	SPEAKER_02	Ja, das war Anfang Oktober.
00:21:04.997	SPEAKER_03	Anfang Oktober.
00:21:06.357	SPEAKER_03	Und kann es sein, dass es ein Zimmer gab, wo in der Mitte ein Loch war?
00:21:13.819	SPEAKER_03	Ich meine, dass ich mich an sowas erinnern kann.
00:21:16.339	SPEAKER_03	Jedenfalls weiß ich, dass es eben sehr kalt war und wir schliefen alle in Schlafsäcken da im Haus.
00:21:25.403	SPEAKER_03	Und ich kann mich an Margitta Döring erinnern.
00:21:30.237	SPEAKER_03	Die hat VBL studiert, Mund, Mund, Mund, Mund, Mund, Mund, Mund.
00:21:35.222	SPEAKER_03	Und Monika sagte dann, der Freund, den sie zu diesem Zeitpunkt hatte, zu der Zeit, wo das Ganze besetzt wurde, der hatte zeitgleich mit der Margitta auch ein Verhältnis.
00:21:53.468	SPEAKER_03	Und das hat sie irgendwann rausgekriegt.
00:21:55.909	SPEAKER_03	Sie studierten auch VWL in Spörl oder so ähnlich, war auch im SAB.
00:22:02.692	SPEAKER_03	Und dann hat sie natürlich dann mit dem Schluss gemacht.
00:22:05.356	SPEAKER_03	Aber die Margitta Döring, die war im SAB, die hat da mit übernachtet.
00:22:09.483	SPEAKER_03	Der Wolfram Kuschke war mit dabei.
00:22:13.926	SPEAKER_03	Ja, ich meine ja.
00:22:16.449	SPEAKER_03	Und als wir am anderen Morgen aufwachten, da hieß es also, hier die Bauarbeiter kommen mit Baggern und dann klopft es unten auch an der Tür und die wollten also in das Haus eintreten.
00:22:39.444	SPEAKER_03	Drin, nicht einbrechen.
00:22:42.528	SPEAKER_03	Wer ist jetzt der Einbrecher?
00:22:46.151	SPEAKER_03	Und es hat sich dann vor dem Gebäude eine relativ große Menschenansammlung gefunden und wir haben jedenfalls verhindert, dass das Haus wieder gekapert wurde vom Stürmer.
00:23:04.071	SPEAKER_03	Wir hatten eine große Unterstützung durch die Anwohnerschaft.
00:23:09.538	SPEAKER_03	Wir hatten abends dann eine Fete, also ein Fest veranstaltet und haben auch zu diesem Fest die Nachbarschaft eingeladen.
00:23:19.867	SPEAKER_03	Und ich meine hinten im Hof, es gibt einen Garten und da haben wir gegrillt.
00:23:27.595	SPEAKER_03	Und dann gab es Würstchen.
00:23:29.576	SPEAKER_03	Und die Nachbarschaft hat das Projekt sehr unterstützt.
00:23:34.580	SPEAKER_02	Wer war denn die Nachbarschaft?
00:23:38.203	SPEAKER_02	Das waren einerseits die Studentengemeinde?
00:23:41.507	SPEAKER_03	Ja, die katholische Studenten, die hatten da ein Studentenwohnheim.
00:23:44.689	SPEAKER_03	Aber das waren nicht die, das waren nicht, nein, nein, es wohnten ja auch ganz normale Leute da.
00:23:48.872	SPEAKER_03	Es war, meine ich, gegenüber von der Frauenstraße ein Reisebüro.
00:23:53.256	SPEAKER_03	Ja, genau.
00:23:54.876	SPEAKER_03	Ist es heute auch noch?
00:23:56.518	SPEAKER_03	Früher gab es das jedenfalls.
00:23:59.894	SPEAKER_03	Nein, das waren ganz normale Bewohner Münsters, würde ich einfach mal sagen.
00:24:05.638	SPEAKER_03	Also ich würde nicht sagen, dass alles im Milieu blieb, sondern dass es über das studentische Milieu hinausreichte und wir da unterstützt wurden.
00:24:19.686	SPEAKER_02	Und die kamen dann und dann...
00:24:22.040	SPEAKER_02	Haben das auch eine positive Rückmeldung gegeben?
00:24:24.646	SPEAKER_03	Ja, und dann kamen wir ja zusammen ins Gespräch und dann fanden die natürlich, Wer findet es toll, wenn ein Immobilienfritze kommt und ein Haus weiter demoliert?
00:24:40.542	SPEAKER_03	Und das hat ja der Stürmer versucht, das Haus weiter zu demolieren.
00:24:47.189	SPEAKER_03	Das findet keiner gut.
00:24:48.549	SPEAKER_03	Und natürlich wussten alle, dass Studenten händeringend nach Zimmern suchten.
00:24:56.186	SPEAKER_03	Ja, und wie kann es sein, dass da jemand was demoliert, was aber noch nutzbar ist?
00:25:01.108	SPEAKER_03	Das habe ich doch auch nicht verstanden.
00:25:03.568	SPEAKER_03	Und also das ging so, also die Haltung, die ich in der Kirche mitbekommen habe, dass sowas nicht richtig ist, die war dann auch kompatibel mit linken Ansichten.
00:25:19.914	SPEAKER_03	Total, das ist überhaupt kein Widerspruch.
00:25:22.657	SPEAKER_03	Also, liebe deinen Nächsten wie dich selbst, da kann man lange darüber diskutieren, ob der Satz richtig ist oder nicht, aber jedenfalls fanden wir das alle empörend.
00:25:37.818	SPEAKER_03	Und das empört jeden, der so aufgewachsen ist wie ich.
00:25:42.201	SPEAKER_03	Und viele, die sich dann später politisch engagiert haben, kamen ja aus irgendeinem evangelischen oder katholischen Milieu.
00:25:51.443	SPEAKER_03	Das waren ja nicht wenige, das waren ja eine Menge.
00:25:54.125	SPEAKER_03	Also da gibt es schon viele Berührungszeiten.
00:26:01.542	SPEAKER_03	Durch die dort anwesenden Münsteraner Bevölkerung.
00:26:11.329	SPEAKER_02	Und wie lange hast du dann da übernachtet?
00:26:13.490	SPEAKER_02	Erzähl doch mal, wie wurde das verabredet, dass man jetzt in die Frauenstraße reinging, das Haus besetzte, das war ja tagsüber,
00:26:22.816	SPEAKER_02	oder?
00:26:23.277	SPEAKER_03	Das weiß ich nicht mehr.
00:26:24.980	SPEAKER_03	Ich weiß auch nicht mehr genau, wie ich da reingekommen bin.
00:26:27.103	SPEAKER_03	Ich weiß wohl noch, dass ich dann, nachdem morgens die Bauarbeiter da aufgekreuzt sind, dass ich dann durch die Veranstaltung bei uns am Fachbereich gegangen bin und nochmal mobilisiert habe.
00:26:41.491	SPEAKER_03	Man soll zu der Fraunstraße kommen, man soll Potenzial bilden, damit das Haus geschützt wird.
00:26:51.558	SPEAKER_03	Also daran kann ich mich noch gut erinnern.
00:26:54.384	SPEAKER_02	Aber wie wir jetzt genau dazu gekommen sind, Und du hast dann die eine Nacht da übernachtet?
00:27:01.760	SPEAKER_03	Vielleicht auch eine zweite, eine dritte.
00:27:04.663	SPEAKER_02	Also im Grunde die ersten Tage?
00:27:06.304	SPEAKER_03	Ja, die ersten Tage.
00:27:08.965	SPEAKER_03	Damit das Ganze abgesichert wird.
00:27:11.428	SPEAKER_03	Und es zeigte sich ja dann, dass der Stürmer sich zurückzog.
00:27:20.555	SPEAKER_03	Die Polizei, kann ich mich nicht erinnern, dass die da eingegriffen hätte.
00:27:24.857	SPEAKER_03	Und ich kann mich auch nicht erinnern, dass die an dem Tag da war, als die Bauarbeiter ins Haus eindringen wollten.
00:27:35.323	SPEAKER_03	Kann ich mich nicht erinnern.
00:27:37.282	SPEAKER_03	Also dass da Polizeiansätze gelaufen wären, was ja heute auch häufig der Fall ist.
00:27:42.164	SPEAKER_03	Wenn du das in Berlin liest oder so, wenn da Friedrichshain irgendwie ein Haus besetzt wird, dann ist ja sofort Polizei mit dabei.
00:27:49.386	SPEAKER_02	Ja, das war ja auch für Münster, glaube ich, selber eine neue Situation, die man so nicht kannte.
00:27:55.910	SPEAKER_02	Also es hatte...
00:27:57.573	SPEAKER_02	Bis dato nicht viel an Hausbesetzungen gegeben.
00:28:00.673	SPEAKER_03	Es hat parallel noch eine weitere Besetzung gegeben.
00:28:03.913	SPEAKER_02	Ich meine im Erfurtviertel.
00:28:08.855	SPEAKER_02	Es hat noch mal was parallel dazu gegeben.
00:28:12.076	SPEAKER_03	Und das gehörte auch Stürmer.
00:28:13.496	SPEAKER_03	Das muss da aber geräumt werden.
