IN	SPEAKER	TRANSCRIPT
00:07:13.733	SPEAKER_00	So, das war natürlich auch der Grund, warum sich keiner um mich gekümmert hat, weil da war die Konkurrenz nicht sehr groß und die wenigsten kosten so gut Latein,
00:07:21.730	SPEAKER_00	als dass man hätte da beliebig ausgetauscht werden können.
00:07:24.701	SPEAKER_00	Von daher war das ganz auskömmlich.
00:07:27.483	SPEAKER_00	Und ich habe dann in der Zeit, in den 70er und 80er Jahren vor allen Dingen, neben dieser beruflichen Tätigkeit, schwerpunktmäßig kann man schon sagen,
00:07:37.520	SPEAKER_00	Politik gemacht.
00:07:38.670	SPEAKER_00	Der 89 bin ich dann verabschiedet worden, da hat dann das Imperium zurückgeschlagen.
00:07:44.975	SPEAKER_00	Und hat dann durch einen persönlichen Einsatz von dem damaligen Personaldezernenten vor dem Esche mein laufendes Arbeitsgerichtsverfahren so zu meinen Ungunsten verändert,
00:07:59.039	SPEAKER_00	dass man gesagt hat, der fliegt raus.
00:08:02.225	SPEAKER_00	Und wegen der Tätigkeit für die DKP, ich hatte im ersten Arbeitsgerichtsprozess gewonnen und auf Festeinstellung geklagt,
00:08:10.384	SPEAKER_00	weil ich über 20 Jahre da gearbeitet hatte.
00:08:14.732	SPEAKER_00	Und das wollten sie natürlich in jedem Fall verhindern, denn dann wäre ich nämlich Angestellter des Landes Nordrhein-Westfalen geworden und da hat man gesagt,
00:08:22.004	SPEAKER_00	so muss das ja noch nicht sein.
00:08:23.516	SPEAKER_00	Und dann hat man mich dann da mehr oder minder rausgesetzt.
00:08:26.278	SPEAKER_00	Das war dann das Berufsverbot und dann ist das alles beendet.
00:08:30.862	SPEAKER_00	Das war die Zeit, die aktive Zeit, sagen wir mal, auch für die Frauenstraße dann jetzt erstmal interessant gewesen ist.
00:08:38.760	SPEAKER_00	Danach, nur um das abzurunden, habe ich gearbeitet als selbstständiger Finanzdienstleister, dann auch in der Firma, in der ich tätig bin,
00:08:46.623	SPEAKER_00	dann in Funktionen Vorstand und jetzt auch Sitzratsvorsitzender, aber das ist, denke ich, nicht mehr so entscheidend und so wichtig.
00:08:57.740	SPEAKER_00	Ja, aber ich bin jetzt noch Aufsichtsratsvorsitzender.
00:09:02.144	SPEAKER_00	Ich habe noch eine Geschäftsführerfunktion.
00:09:05.365	SPEAKER_00	Dann habe ich noch mal eine Teilgeschäftsführung bei der Kulturkneipe Frankstraße 24. Also bestimmte Sachen mache ich noch.
00:09:14.413	SPEAKER_00	Ja, aber das ist keine Berufstätigkeit in dem Sinne mehr.
00:09:17.316	SPEAKER_01	Und hast du die ganze Zeit in...
00:09:19.413	SPEAKER_01	Münster auch bewohnt.
00:09:20.474	SPEAKER_01	Ja, immer in Münster.
00:09:22.514	SPEAKER_01	Bis nach deiner Familie, magst du was erzählen?
00:09:25.196	SPEAKER_00	Ja, also ich bin wie viele aus dieser Generation zweimal verheiratet, weil man musste offensichtlich erstmal immer Erfahrungen sammeln.
00:09:35.379	SPEAKER_00	Mit meiner zweiten Frau habe ich noch einen gemeinsamen Sohn, der ist allerdings auch schon seit Jahr und Tag in England und der lebt und arbeitet dort als Arzt.
00:09:48.591	SPEAKER_XX	Ja.
00:09:48.751	SPEAKER_01	Magst du noch was zu deiner Mutter oder zu deinen Großeltern vielleicht sagen?
00:09:55.254	SPEAKER_00	Ja, meine Mutter, wie gesagt, ist allein geblieben.
00:09:57.354	SPEAKER_00	Was macht man das für Verhältnisse?
00:10:00.914	SPEAKER_00	Unterkühlt.
00:10:01.875	SPEAKER_01	Ich meine jetzt, aus denen du kommst, soziale Verhältnisse.
00:10:04.735	SPEAKER_00	Soziale Verhältnisse, also sie war Maschinenbuchhalterin, also angelernte Tätigkeit gewesen, damals 1941, 1942, das Jahr 22,
00:10:11.585	SPEAKER_00	16 ist...
00:10:19.493	SPEAKER_00	38, 39, 40, 41, nach diesem Pflichtjahr Reichsarbeitsdienstzeiten, ist sie angelernt worden in der Reichsbahn-, Spar- und Darlehenskasse in Stettin und hat also praktisch heute,
00:10:31.914	SPEAKER_00	würde man sagen, so Eingabe gemacht, so diese Buchungsvorbereitungen, die ganzen Zahlen eingegeben in so eine Maschine, die damals die ersten Vorläufer waren.
00:10:43.111	SPEAKER_00	Mein Großvater, der war kleiner Beamter, auch der klassische Nazi, also mit all dem, was den Nazi damals so ausmachte, dass man als Beamter eben nicht aufgefahren ist und alles gemacht hat,
00:10:54.948	SPEAKER_00	was einem gesagt worden ist, hat allerdings dann eine Flucht hingelegt, die bemerkenswert ist, am Anfang März 1945, von der ich bis heute nicht weiß, das ist das Einzige, was mich interessiert hat, wie er das hingekriegt hat, aber hat er wohl hingekriegt.
00:11:11.019	SPEAKER_00	Er war zu dem Zeitpunkt 45, da war er 49 Jahre alt, dann hat er sich sozusagen in seiner Reisbahnuniform aus dem Osten in den Westen aufgemacht,
00:11:24.744	SPEAKER_00	das war zu der Zeit, Junge Frau an der Seite und er war etwas ungewöhnliche Paarung.
00:11:32.885	SPEAKER_00	Ist aber offensichtlich gelungen.
00:11:34.866	SPEAKER_00	Alles auch nicht auf Schusters Rappen oder wie man sonst sagt, sondern mit dem Bus, mit der Bahn, bei der Reisbahn.
00:11:41.792	SPEAKER_00	Also das fand ich schon immer sehr bemerkenswert, weiß aber nicht, was das bedeutet.
00:11:47.394	SPEAKER_00	Für Gründe gehabt hat, habe ich nicht rausgekriegt.
00:11:49.916	SPEAKER_00	Jedenfalls an sich hätte er nach dem Schulbuchwissen oder dem Lehrbuchwissen hätte er auch der Wehrgesetzmäßigkeit unterstellen müssen,
00:11:57.574	SPEAKER_00	weil die ganzen Reismann-Angehörigen, die wurden auch so behandelt wie Wehrmachtsangehörige, aber es scheint er wohl Ausnahmen gegeben zu haben oder was weiß ich.
00:12:07.895	SPEAKER_00	Und der ist dann weiter im Bundesbahnspektrum geworden, nachdem er so ein bisschen entnazifiziert worden ist als Streckenarbeiter nach 1945.
00:12:19.280	SPEAKER_00	Aber das war jetzt nur eine kurze Zeit.
00:12:21.142	SPEAKER_00	Er war bemerkenswerterweise immer links offen.
00:12:26.825	SPEAKER_00	Also weit entfernt davon, linker zu sein.
00:12:29.586	SPEAKER_00	Aber er ist eben geprägt worden...
00:12:33.663	SPEAKER_00	Durch die Novemberrevolution, also durch den Ersten Weltkrieg, der war auch an der Front, 1916, mit 20 Jahren, und hat dann kurz vor Petersburg auch gelegen,
00:12:45.522	SPEAKER_00	bei den ersten Offensiven, nach der Februarrevolution.
00:12:49.716	SPEAKER_00	Da hat er dann davon berichtet, wie sie sich dann auch so ein bisschen verbrüdert haben.
00:12:53.460	SPEAKER_00	Das ging dann immer hin und her.
00:12:55.842	SPEAKER_00	Aber er hatte da ganz gute Kenntnis von gehabt.
00:12:59.625	SPEAKER_00	Hat sich dann aber einsortiert in der Weimarer Republik bei den sogenannten Nationalrevolutionären.
00:13:05.611	SPEAKER_00	Das ist dieser Strasserflügel in der NSDAP gewesen.
00:13:08.875	SPEAKER_00	Die also im Grunde genommen irgendwie links waren, Sozialisten irgendwie so angehaucht, aber die dann dachten, also wenn schon Sozialismus,
00:13:17.839	SPEAKER_00	also dann jedenfalls national, das war so die Bewegrunde.
00:13:21.620	SPEAKER_00	Und so war er auch gestrickt und das war natürlich hier im Westen, gab es gar keine Anknüpfungspunkte.
00:13:29.383	SPEAKER_00	Der einzige Anknüpfungspunkt, den er hier im Westen gehabt hat, war die absolute Feindschaft gegenüber der CDU, weil Adenauer schon kannte aus Weimarer Zeit,
00:13:37.801	SPEAKER_00	da kann man mal sehen, wie sowas funktioniert.
00:13:40.361	SPEAKER_00	Und Adenauer stand damals Anfang der 20er Jahre in der Weimarer Zeit in dem Verdacht, mit den Franzosen zu wandeln und das Ruhrgebiet oder die Rheinlande darüber zu schaufeln.
00:13:52.714	SPEAKER_00	Das war für ihn sowas von prägend.
00:13:55.894	SPEAKER_00	Von daher war alles andere.
00:13:57.155	SPEAKER_00	Wenn Ulbricht gesagt hat, Adenauer ist ein Spalter, da hat er sofort drüber genickt.
00:14:01.277	SPEAKER_00	Das war für ihn völlig klar, weil er nichts anderes gemacht hat seit 40 Jahren.
00:14:04.717	SPEAKER_00	Aber das sind so interessante Wendungen.
00:14:07.379	SPEAKER_00	Aber das war dann auch alles.
00:14:08.919	SPEAKER_00	Das war ein bisschen mehr fußnotenhaft.
00:14:10.919	SPEAKER_01	Okay, dann kommen wir mal zur Frauenstraße 24, zu der Auseinandersetzung auch um das Haus.
00:14:18.243	SPEAKER_01	Woran du dich da erinnerst?
00:14:22.056	SPEAKER_01	Wann ist dir das Haus das erste Mal, ja, irgendwo begegnet?
00:14:27.878	SPEAKER_01	Das Haus nicht, sondern die Situation um das Haus herum.
00:14:31.619	SPEAKER_00	Also kann man abkürzen, das muss auch gar nicht verklärt werden.
00:14:36.019	SPEAKER_00	Aus meiner Sicht gibt es da überhaupt nichts zu verklären.
00:14:39.240	SPEAKER_00	Das Haus wahrgenommen in dem Sinne habe ich, als es besetzt worden ist.
00:14:43.201	SPEAKER_00	Bonk.
00:14:45.261	SPEAKER_00	Das, was dem vorausgegangen ist, das war wichtiger.
00:14:49.082	SPEAKER_00	Ich kann ja jetzt nicht so ausführlich das machen, aber...
00:14:53.077	SPEAKER_00	Vorausgegangen ist ja eine Politisierung gewesen, eine sogenannte außerparlamentarische Opposition, auch in Münster, gegen Notstandsgesetze und verschiedene andere Sachen.
00:15:03.868	SPEAKER_00	Aber in diesem Zusammenhang gab es immer eine Hochschulpolitik.
00:15:10.547	SPEAKER_00	Die unter anderem neben allen Forderungen Demokratisierung an der Hochschule und Organe und diese ganzen verfasste Studentenschaft,
00:15:18.759	SPEAKER_00	politische Mandat, gab es aber auch immer eine Kennzeichnung dieser Bewegung, die zusammenzufassen ist unter dem Begriff, auch die Studenten sind Bürger dieser Stadt.
00:15:30.846	SPEAKER_00	Das ist aus meiner Sicht das erste Mal unausgesprochen, aber hat sich so durchgesetzt, dass man gesagt hat, wir sind Studenten in dieser Stadt,
00:15:40.087	SPEAKER_00	aber deshalb, weil wir Studenten sind, haben wir auch Rechte.
00:15:44.115	SPEAKER_00	Nicht nur, dass man uns hier duldet, dass wir in die Kneipen gehen können und sowas machen, sondern wir haben auch Rechte,
00:15:50.915	SPEAKER_00	die sich darauf beziehen, haben wir eine geeignete Unterkunft, können wir uns Nahverkehr lassen.
00:15:56.363	SPEAKER_00	Also alles diese Fragen, die man als Bürger stellen kann und jemand, der benannt, oder schwächer ist in diesem Konzert der Bürgerschaft,
00:16:04.067	SPEAKER_00	dann auch mit Nachdruck stellen kann und nicht vertröstet werden kann.
00:16:08.129	SPEAKER_00	Ihr seid ja nur vorübergehend da, ihr habt sozusagen nichts zu melden.
00:16:12.171	SPEAKER_00	Das war im Grunde genommen der Kerngedanke, dass man sagt, wenn wir in diese Stadt kommen und wir wollen hier leben, dann müssen wir auch die Möglichkeit haben zu leben.
00:16:23.197	SPEAKER_00	Da müssen wir auch die Chance haben zu wohnen, zu essen, zu trinken und zu bewegen und so weiter und so fort.
00:16:29.366	SPEAKER_00	Und das war früher, darf man immer nicht vergessen, bis Ende der 60er Jahre war der Student noch der Untermieter bei Wien.
00:16:37.418	SPEAKER_00	Also nicht weiter auszuführen, mal abgesehen von allen gemischte geschlechtlichen Geschichten.
00:16:44.962	SPEAKER_00	Das ist eben so gewesen.
00:16:46.482	SPEAKER_00	Und das hat sich mit der Studentenbewegung, mit der hausabhängigen Opposition geändert.
00:16:51.346	SPEAKER_00	Und so haben die Studenten in ihren sozialen Forderungen automatisch, haben die immer gekratzt an der Kommunalpolitik, an der Politik in der Stadt,
00:17:00.373	SPEAKER_00	an diejenigen, die verantwortlich waren für die Politik in der Stadt.
00:17:05.875	SPEAKER_00	Und das war im Grunde genommen der Reizpunkt dann auch, zu sagen, wenn sich eine Gelegenheit ergibt, dann schlägt man zu.
00:17:16.479	SPEAKER_00	Dass es jetzt die Frauenstraße war, das war als Objekt erstmal zufällig.
00:17:22.040	SPEAKER_00	Was natürlich toll war, es ist einfach ein schönes Gebäude, war, dass alle sofort eine positive Beziehung dazu aufgebaut haben.
00:17:29.803	SPEAKER_00	Wir haben ja nachher noch jede Menge Häuser besetzt oder so.
00:17:35.900	SPEAKER_00	Also unter anderem auch diese Coca-Cola-Fabrik, diese alten Dinge, da kann man natürlich nicht so viel draus entwickeln.
00:17:41.240	SPEAKER_00	Das war bei der Frauenschnauze von vornherein sehr viel besser und es war ein Umstand, der da vielleicht auch bedingt durch war,
00:17:50.500	SPEAKER_00	dass es sofort nach der Besetzung eine positive Resonanz gab.
00:17:55.749	SPEAKER_00	Und zwar unmittelbar drumherum.
00:17:58.530	SPEAKER_00	Also es hat nie eine Feindseligkeit gegeben gegen den Akt der Besetzung oder gegen die Besetzer selbst.
00:18:04.794	SPEAKER_00	Das muss ich ja wahrscheinlich noch erinnern, sondern es war immer, natürlich macht man sowas nicht und dies und das, diese üblichen Geschichten,
00:18:13.264	SPEAKER_00	aber es wurde immer geduldet oder man hat immer gemerkt, naja, Die können nicht aus ihrer Haut, aber das ging.
00:18:19.788	SPEAKER_00	So und das war jetzt so ein Punkt, wo man vieles daran deutlich machen konnte.
00:18:23.990	SPEAKER_00	Also man konnte zum ersten Mal als Studentenschaft eingreifen in die Stadtpolitik, dass man sagt, hier wird spekuliert.
00:18:31.872	SPEAKER_00	Diese Spekulationen gehen unter anderem zu unseren Lasten als neue junge Bürger dieser Stadt.
00:18:36.936	SPEAKER_00	Und auf der anderen Seite hatte man natürlich immer noch diese Rückversicherung, dass man sich als Student begriff, der natürlich über die verfasste Studentenschaft,
00:18:47.459	SPEAKER_00	über Fachschaften, über den AStA sich einmischte, sozusagen in solcher Auseinandersetzung und das damit legitimierte.
00:18:55.005	SPEAKER_00	Man darf ja nicht vergessen, ohne den Rückhalt der Studentenschaft hätten wir das ja gar nicht hingekriegt.
00:19:00.007	SPEAKER_00	Die Solidaritätsaktionen nachher waren ja für uns ziemlich einfach.
00:19:03.609	SPEAKER_00	Du kennst dich da ja aus.
00:19:05.171	SPEAKER_00	Wenn es irgendwie drohte, die Polizeieinsätze und sonst was zu kommen, dann haben wir eine Vorlesung gesprengt im H1 und da wurden die Leute abgezogen.
00:19:12.455	SPEAKER_00	Du musst nicht weiter erzählen, dann sind die rübergegangen.
00:19:15.857	SPEAKER_00	Das war einfach eine tolle Situation, wie du mit so einer Situation umgehen konntest.
00:19:22.402	SPEAKER_00	Das hat sich aber mehr oder minder zufällig herausgestellt durch das, was andere vor uns schon gemacht haben, angeschoben haben.
00:19:30.247	SPEAKER_00	Und das ist dann aber, wie gesagt, weiter und immer auch verbessert worden mit einer eigenen Qualität.
00:19:35.449	SPEAKER_00	Also ich will das jetzt nicht nur als ein Ergebnis unserer Tätigkeit da bezeichnen, sondern es hat eine eigene Qualität gehabt,
00:19:41.197	SPEAKER_00	wie die Genossinnen und Genossen sich denn da bewegt haben.
00:19:43.953	SPEAKER_01	Ja, das war ja auch ein breites Bündnis.
00:19:46.655	SPEAKER_00	Ja, genau.
00:19:50.724	SPEAKER_01	Über das Bündnis an einerseits an der Uni und andererseits gab es ja auch Bündnisparteien der Kommunalpolitik.
00:19:57.207	SPEAKER_00	Ja, also im Grunde umspiegelte sich etwas das Wider, was an der Hochschule war.
00:20:04.130	SPEAKER_00	Das Kernpunkt war ja an der Hochschule das Zusammengehen von marxistischen und sozialdemokratischen Kräften.
00:20:10.011	SPEAKER_00	Ich vergröbere das jetzt mal etwas.
00:20:12.313	SPEAKER_00	Aber dass diese beiden Linkskräfte oder linksorientierten Kräfte zusätzlich, am Anfang war noch die humanistische Studentenunion dabei,
00:20:20.511	SPEAKER_00	also das war so diejenigen, die den rechten Ast da abgelöst hatten und dann die Hochschulpolitik mehr oder minder bestimmten.
00:20:28.203	SPEAKER_00	Und die Entsprechung war natürlich dann bezogen auf den Stadtrat auch völlig eindeutig.
00:20:35.229	SPEAKER_00	Über die SPD waren es dann also natürlich die Sozialdemokraten als Stadtratsfraktion.
00:20:40.673	SPEAKER_00	Also Theo Schresser ist ja da in dem Zusammenhang, den kannte ich ja vom SAB dann noch.
00:20:45.557	SPEAKER_00	Er hat da ja eine entscheidende Rolle gespielt.
00:20:48.358	SPEAKER_00	Kartenhusen, der hat mit mir Geschichte studiert.
00:20:50.539	SPEAKER_00	Also das war dann alles so, das war die Entsprechung.
00:20:54.502	SPEAKER_00	Aber sie war eben in der Stadt, zogen nur auf die SPD, weil sonst, also politischen Kräften gab es nichts.
00:21:03.750	SPEAKER_00	Besser war es dann zum Teil bei Gewerkschaften, da hing es immer so ein bisschen ab, wie sie sich dann politisch rausgelehnt haben,
00:21:10.598	SPEAKER_00	aber da gab es ein besseres Echo, positives Echo durch die Bank bei beiden Kirchen, das muss man einfach sagen, Studentengemeinden und so, das war dann an sich eine sehr erfreuliche Geschichte.
00:21:20.800	SPEAKER_01	Du hast gerade auch noch mal über...
00:21:29.513	SPEAKER_01	Du sagst, dass die DKP da ja auch sehr unterstützend tätig war und aktiv.
00:21:33.337	SPEAKER_01	Welche Rolle spielte denn die DKP von Anfang an?
00:21:36.922	SPEAKER_00	Also man, da muss, das ist ja eine Sonderrolle, weil das ist ja, das ist in zweifacher Hinsicht eine Sonderrolle.
00:21:43.489	SPEAKER_00	Also erstens mal kam die DKP aus der Illegalität, das ist ja, das war dann, sagen wir mal, die Neukonstituierung, Und sie gehörte,
00:21:53.370	SPEAKER_00	wenn man so will, auf der einen Seite zu den alten politischen Kräften, allerdings als alte politische, herkömmliche politische Kraft ohne jeden Einfluss hier in Westdeutschland.
00:22:07.016	SPEAKER_00	Sie hat sich dann nach der Konstituierung...
00:22:11.079	SPEAKER_00	Entwickelt über die Renaissance des Marxismus, so wie er in der Studentenbewegung laut und deutlich wurde, aber auch natürlich über die Verwurzelung zum Teil eigentlich in Großbetrieben.
00:22:24.483	SPEAKER_00	Aber es waren, wie gesagt, nur noch Großbetriebe.
00:22:27.244	SPEAKER_00	Dort gab es immer stabile kommunistische Zellen auch in der Vergangenheit.
00:22:31.826	SPEAKER_00	Aber, und das ist jetzt der entscheidende Punkt für Münster, in Münster gab es das alles nicht.
00:22:36.167	SPEAKER_00	Also in Münster gab es die DKB, wo ich dann eingetreten bin, Das war, um das mal vornehm zu sagen.
00:22:43.310	SPEAKER_01	Mal einmal kurz damit zusammen.
00:22:44.672	SPEAKER_01	Bernd holen, weil da was rausgefallen ist.
00:22:46.712	SPEAKER_01	Bernd?
00:22:46.833	SPEAKER_01	Ja?
00:22:47.073	SPEAKER_01	Wir haben ein bisschen Butterbrat rausgebracht.
00:22:55.718	SPEAKER_XX	Wir können einmal da auch... Ja, komm, lass weiterrufen.
00:22:58.659	SPEAKER_XX	Ich habe nicht richtig gesprochen.
00:23:01.381	SPEAKER_XX	Warum?
00:23:02.641	SPEAKER_XX	Ich weiß es nicht.
00:23:04.241	SPEAKER_XX	Ich habe zu laut gesprochen.
00:23:06.663	SPEAKER_00	Zu viel, zu schnell.
00:23:07.503	SPEAKER_02	Ja, ihr habt irgendwie so eine...
00:23:15.827	SPEAKER_02	Jetzt nach so einer Zeit, also wenn man ihn gar nicht bedient.
00:23:21.011	SPEAKER_00	Kann er es daran?
00:23:21.912	SPEAKER_00	Ne, aber das ist ein Stativ dabei, das geht ja gar nicht.
00:23:28.317	SPEAKER_02	Und jetzt kannst du gleich betrachten.
00:23:30.378	SPEAKER_02	Weißt du, der Knopf.
